央视频道,#genre#
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8#http://223.110.241.206:6610/gitv/live1/G_CCTV-10-HQ/G_CCTV-10-HQ#http://117.136.154.68/PLTV/88888888/224/3221225693/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225503/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225583/index.m3u8#http://223.110.245.170/ott.js.chinamobile.com/PLTV/3/224/3221225550/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000321/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225777/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225823/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225782/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001011/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/cctv10hd.m3u8#http://ivi.bupt.edu.cn/hls/cctv10.m3u8#rtmp://58.200.131.2:1935/livetv/cctv10hd
CCTV11,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8#http://223.110.241.206:6610/gitv/live1/G_CCTV-11-HQ/G_CCTV-11-HQ#http://117.136.154.98/PLTV/88888888/224/3221225506/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225817/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225588/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000011/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225776/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225825/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225774/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001327/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001012/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/cctv11.m3u8#rtmp://58.200.131.2:1935/livetv/cctv11
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8#http://223.110.241.206:6610/gitv/live1/CCTV-12/CCTV-12#http://117.136.154.98/PLTV/88888888/224/3221225505/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225804/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225585/index.m3u8#http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221225556/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000322/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225775/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225702/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001013/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/cctv12hd.m3u8#http://ivi.bupt.edu.cn/hls/cctv12.m3u8#rtmp://58.200.131.2:1935/livetv/cctv12hd
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8#http://223.110.241.206:6610/gitv/live1/G_CCTV-13-HQ/G_CCTV-13-HQ#http://117.136.154.98/PLTV/88888888/224/3221225510/index.m3u8#http://117.136.154.86/PLTV/88888888/224/3221225587/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225788/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000013/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225774/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225827/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225612/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225650/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001014/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/cctv13hd.m3u8#http://ivi.bupt.edu.cn/hls/cctv13.m3u8#rtmp://58.200.131.2:1935/livetv/cctv13
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8#http://223.110.241.206:6610/gitv/live1/G_CCTV-14/G_CCTV-14#http://117.136.154.68/PLTV/88888888/224/3221225509/index.m3u8#http://117.136.154.86/PLTV/88888888/224/3221225678/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225590/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000323/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000014/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225784/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225857/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225658/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001019/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/cctv14hd.m3u8#http://ivi.bupt.edu.cn/hls/cctv14.m3u8#rtmp://58.200.131.2:1935/livetv/cctv14hd
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8#http://223.110.241.206:6610/gitv/live1/G_CCTV-15/G_CCTV-15#http://117.136.154.86/PLTV/88888888/224/3221225508/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225592/index.m3u8#http://117.136.154.98/PLTV/88888888/224/3221225799/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000015/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225636/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001020/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/cctv15.m3u8#rtmp://58.200.131.2:1935/livetv/cctv15
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8#http://223.110.241.206:6610/gitv/live1/G_CCTV-17/G_CCTV-17#http://117.136.154.98/PLTV/88888888/224/3221225706/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000303/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226208/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225859/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001301/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/cctv17.m3u8
CCTVNEWS,http://223.110.241.206:6610/gitv/live1/G_CCTV-NEWS/G_CCTV-NEWS
IPTV3+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226341/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001629/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
IPTV5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226345/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226342/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221226015/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001592/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.105.60:6060/yinhe/2/ch00000090990000001639/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
IPTV6+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226343/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001649/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
IPTV8+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226344/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221226013/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001583/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
IPTV经典电影,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000604/index.m3u8
IPTV热播剧场,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000608/index.m3u8
IPTV少儿动画,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000605/index.m3u8
IPTV魅力时尚,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000609/index.m3u8
IPTV相声小品,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000606/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226346/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221226011/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001659/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#rtmp://58.200.131.2:1935/livetv/chcatv
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/chchd.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#rtmp://58.200.131.2:1935/livetv/chctv
CGTN,http://117.136.154.98/PLTV/88888888/224/3221225589/index.m3u8#http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000009/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225745/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225736/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001024/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://ivi.bupt.edu.cn/hls/cgtnhd.m3u8#http://ivi.bupt.edu.cn/hls/cctv16.m3u8#rtmp://58.200.131.2:1935/livetv/cctv16
CGTN记录,http://117.136.154.98/PLTV/88888888/224/3221225765/index.m3u8
纪实频道HD,rtmp://58.200.131.2:1935/livetv/documentaryhd
CCTV高尔夫网球,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000620/index.m3u8
CCTV怀旧剧场,rtmp://58.200.131.2:1935/livetv/hjjctv
CCTV第一剧场,rtmp://58.200.131.2:1935/livetv/dyjctv
CCTV风云剧场,rtmp://58.200.131.2:1935/livetv/fyjctv
CCTV风云音乐,rtmp://58.200.131.2:1935/livetv/fyyytv
CCTV风云足球,rtmp://58.200.131.2:1935/livetv/fyzqtv
CCTV女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226237/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001316/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV世界地理,rtmp://58.200.131.2:1935/livetv/sjdltv
CCTV发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225879/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001314/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
中央新影老故事,http://223.110.241.206:6610/gitv/live1/G_LAOGUSHI/G_LAOGUSHI#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8#http://39.134.24.24/PLTV/88888888/224/3221225881/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001315/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
